CustomerId,Total_Amount,Avg_Amount,Std_Amount,Max_Amount,Min_Amount,Transaction_Count,Unique_Products,Unique_Categories,Fraud_Rate,Avg_PricingStrategy,Recency_Days,Avg_Transaction_Hour,Cluster,is_high_risk
CustomerId_1029,51000.0,5666.666666666667,8692.669325356856,20000.0,-5000.0,9,5,3,0.0,2.0,7,9.666666666666666,1,0
CustomerId_1030,2350.0,293.75,713.8614811612364,1000.0,-1000.0,8,3,2,0.0,2.0,30,12.0,1,0
CustomerId_1031,106838.8,2136.776,4615.395748241059,23000.0,-5000.0,50,8,4,0.0,2.4,14,12.4,1,0
CustomerId_1032,2000.0,1000.0,0.0,1000.0,1000.0,2,2,2,0.0,3.0,33,1.0,1,0
CustomerId_1033,950.0,475.0,742.4621202458749,1000.0,-50.0,2,2,2,0.0,2.0,66,9.0,0,1
CustomerId_1034,40508.0,2531.75,7896.613345816885,28000.0,-5000.0,16,6,4,0.0,2.0,8,10.8125,1,0
CustomerId_1036,-50.0,-16.666666666666668,1000.4165798972613,1000.0,-1000.0,3,2,2,0.0,2.0,90,9.0,0,1
CustomerId_1038,19000.0,3800.0,6685.805860178712,10000.0,-5000.0,5,3,2,0.0,2.0,11,13.0,1,0
CustomerId_1039,248895.0,8296.5,10395.940284387541,22050.0,-5000.0,30,5,3,0.0,1.9333333333333333,11,11.2,1,0
CustomerId_1040,50000.0,50000.0,0.0,50000.0,50000.0,1,1,1,0.0,2.0,37,6.0,0,1
CustomerId_1043,14000.0,2333.3333333333335,6976.14984548545,10000.0,-5000.0,6,3,2,0.0,1.6666666666666667,46,19.0,0,1
CustomerId_1044,21848.5,1365.53125,2064.1874064527988,6000.0,-622.0,16,6,3,0.0,2.25,47,15.5625,0,1
CustomerId_1048,1000.0,1000.0,0.0,1000.0,1000.0,1,1,1,0.0,2.0,42,7.0,0,1
CustomerId_1050,5000.0,5000.0,0.0,5000.0,5000.0,1,1,1,0.0,2.0,53,18.0,0,1
CustomerId_1052,56900.0,8128.571428571428,18504.47822246589,50000.0,-1000.0,7,3,2,0.0,2.0,23,11.285714285714286,1,0
CustomerId_1053,13788.0,1969.7142857142858,1911.4446294435452,4000.0,-12.0,7,3,2,0.0,2.0,89,4.857142857142857,0,1
CustomerId_1054,159000.0,3057.6923076923076,6112.9647232247835,30000.0,-1000.0,52,4,2,0.0,2.0,4,17.596153846153847,1,0
CustomerId_1055,5850.0,1170.0,1338.6560424545207,3000.0,-100.0,5,3,2,0.0,2.0,81,9.8,0,1
CustomerId_1056,5500.0,1375.0,1108.6778913041726,3000.0,500.0,4,2,2,0.0,2.0,55,11.5,0,1
CustomerId_1057,4504.0,2252.0,3886.258869401265,5000.0,-496.0,2,2,2,0.0,2.0,90,6.0,0,1
CustomerId_1058,13815.0,476.37931034482756,597.271917841752,2000.0,-100.0,29,5,3,0.0,2.8275862068965516,4,13.724137931034482,1,0
CustomerId_1059,40000.0,4444.444444444444,6463.573143221772,10000.0,-5000.0,9,3,2,0.0,2.0,11,13.333333333333334,1,0
CustomerId_1063,13325.0,1110.4166666666667,1608.6590383033788,5000.0,-1000.0,12,4,2,0.0,2.0,1,13.25,1,0
CustomerId_1064,191650.0,4563.0952380952385,6424.71627468643,20000.0,-5000.0,42,7,4,0.0,2.0,5,15.619047619047619,1,0
CustomerId_1068,500.0,500.0,0.0,500.0,500.0,1,1,1,0.0,4.0,52,14.0,0,1
CustomerId_1070,5000.0,5000.0,0.0,5000.0,5000.0,1,1,1,0.0,2.0,25,15.0,1,0
CustomerId_1071,236290.0,33755.71428571428,57242.85162275515,120000.0,-1610.0,7,4,3,0.0,2.2857142857142856,2,11.285714285714286,1,0
CustomerId_1073,1000.0,1000.0,0.0,1000.0,1000.0,1,1,1,0.0,1.0,71,17.0,0,1
CustomerId_1074,167500.0,3641.304347826087,5656.405458001928,10000.0,-14500.0,46,5,2,0.0,2.0652173913043477,4,11.065217391304348,1,0
CustomerId_1078,19000.0,3166.6666666666665,7626.707459098367,10000.0,-5000.0,6,3,2,0.0,1.6666666666666667,46,21.0,0,1
CustomerId_1079,20000.0,20000.0,0.0,20000.0,20000.0,1,1,1,0.0,1.0,44,18.0,0,1
CustomerId_1080,5000.0,5000.0,0.0,5000.0,5000.0,1,1,1,0.0,2.0,30,6.0,1,0
CustomerId_1081,1500.0,750.0,353.5533905932738,1000.0,500.0,2,2,1,0.0,4.0,13,19.0,1,0
CustomerId_1082,19000.0,3800.0,6685.805860178712,10000.0,-5000.0,5,3,2,0.0,2.0,46,13.0,0,1
CustomerId_1083,500.0,500.0,0.0,500.0,500.0,1,1,1,0.0,2.0,31,17.0,1,0
CustomerId_1084,10000.0,10000.0,0.0,10000.0,10000.0,1,1,1,0.0,2.0,70,16.0,0,1
CustomerId_1085,2900.0,725.0,1517.3990905493517,2000.0,-1000.0,4,3,2,0.0,2.0,57,20.0,0,1
CustomerId_1086,77576.0,2424.25,4114.986567610265,15000.0,-250.0,32,7,3,0.0,2.0,4,9.875,1,0
CustomerId_1087,40000.0,4444.444444444444,6463.573143221772,10000.0,-5000.0,9,3,2,0.0,2.0,32,19.11111111111111,1,0
CustomerId_1089,169651.5,1116.1282894736842,1695.0127365720368,10000.0,-175.0,152,4,2,0.0,2.0,36,11.631578947368421,1,0
CustomerId_1091,3000.0,1500.0,707.1067811865476,2000.0,1000.0,2,2,2,0.0,3.0,24,18.0,1,0
CustomerId_1092,65000.0,4062.5,5801.9393309478855,10000.0,-5000.0,16,4,2,0.0,2.0,18,11.375,1,0
CustomerId_1093,42620.0,774.9090909090909,1912.920128366163,5200.0,-3500.0,55,5,2,0.0,3.0545454545454547,32,16.6,1,0
CustomerId_1094,32460.0,4637.142857142857,9189.939633979675,20000.0,-5000.0,7,5,3,0.0,2.0,24,15.428571428571429,1,0
CustomerId_1095,4875.0,443.1818181818182,764.5334287239268,2000.0,-1000.0,11,4,2,0.0,2.3636363636363638,11,9.909090909090908,1,0
CustomerId_1096,1949226.0,2486.2576530612246,17819.372756509856,202000.0,-13000.0,784,10,4,0.0,2.00765306122449,6,10.558673469387756,1,0
CustomerId_1098,20000.0,20000.0,0.0,20000.0,20000.0,1,1,1,0.0,2.0,2,10.0,1,0
CustomerId_1099,6180.0,686.6666666666666,843.8601779915912,2000.0,-1000.0,9,3,2,0.0,2.0,24,16.555555555555557,1,0
CustomerId_11,-10000.0,-10000.0,0.0,-10000.0,-10000.0,1,1,1,0.0,4.0,83,16.0,0,1
CustomerId_1101,60000.0,6666.666666666667,5873.670062235366,15000.0,1000.0,9,1,1,0.0,2.0,52,11.11111111111111,0,1
CustomerId_1102,60000.0,4285.714285714285,6169.759644097497,10000.0,-5000.0,14,3,2,0.0,2.0,5,9.857142857142858,1,0
CustomerId_1103,30000.0,30000.0,0.0,30000.0,30000.0,1,1,1,0.0,2.0,47,13.0,0,1
CustomerId_1104,40000.0,4000.0,9321.420969406376,21000.0,-5000.0,10,5,3,0.0,1.6,4,20.3,1,0
CustomerId_1105,500.0,500.0,0.0,500.0,500.0,1,1,1,0.0,4.0,26,20.0,1,0
CustomerId_1106,10000.0,10000.0,0.0,10000.0,10000.0,1,1,1,0.0,2.0,87,1.0,0,1
CustomerId_1108,50000.0,3571.4285714285716,8741.715073003834,20000.0,-5000.0,14,3,2,0.0,2.7142857142857144,1,14.857142857142858,1,0
CustomerId_1109,39800.0,4975.0,6193.718015630262,10500.0,-5000.0,8,3,2,0.0,2.0,46,12.0,0,1
CustomerId_1111,-20.0,-6.666666666666667,1000.0666644445926,1000.0,-1000.0,3,2,2,0.0,2.6666666666666665,68,16.0,0,1
CustomerId_1112,20000.0,3333.3333333333335,6088.2400303098,10000.0,-5000.0,6,3,2,0.0,2.0,11,14.0,1,0
CustomerId_1113,29700.0,1291.304347826087,3184.930860313962,10000.0,-5000.0,23,6,2,0.0,2.0,64,14.652173913043478,0,1
CustomerId_1114,52925.0,928.5087719298245,963.8325492311376,2000.0,-1000.0,57,3,3,0.0,3.087719298245614,0,10.75438596491228,1,0
CustomerId_1116,5960.0,745.0,1039.2717230280607,2000.0,-1000.0,8,5,2,0.0,2.5,4,17.375,1,0
CustomerId_1117,4000.0,4000.0,0.0,4000.0,4000.0,1,1,1,0.0,2.0,73,7.0,0,1
CustomerId_1118,70000.0,2916.6666666666665,6412.736421045005,11000.0,-5000.0,24,3,2,0.0,2.3333333333333335,0,12.375,1,0
CustomerId_1119,5450.0,778.5714285714286,410.13934914158835,1000.0,-50.0,7,3,2,0.0,2.5714285714285716,26,9.285714285714286,1,0
CustomerId_1120,1960.0,980.0,1442.497833620557,2000.0,-40.0,2,2,2,0.0,3.0,62,3.0,0,1
CustomerId_1121,12097.02,1728.1457142857143,2428.372158867315,5000.0,-1000.0,7,3,2,0.0,2.857142857142857,15,17.714285714285715,1,0
CustomerId_1122,1850000.0,1850000.0,0.0,1850000.0,1850000.0,1,1,1,1.0,2.0,64,5.0,0,1
CustomerId_1123,1000.0,1000.0,0.0,1000.0,1000.0,1,1,1,0.0,4.0,46,2.0,0,1
CustomerId_1124,19000.0,3166.6666666666665,7626.707459098367,10000.0,-5000.0,6,3,2,0.0,1.6666666666666667,32,14.166666666666666,1,0
CustomerId_1125,5000.0,5000.0,0.0,5000.0,5000.0,1,1,1,0.0,2.0,31,6.0,1,0
CustomerId_1127,92135.0,2490.135135135135,2946.553053637062,10000.0,-500.0,37,6,3,0.0,2.0,4,13.054054054054054,1,0
CustomerId_1129,1000.0,500.0,0.0,500.0,500.0,2,2,2,0.0,3.0,74,9.0,0,1
CustomerId_1130,3960.0,990.0,1833.1393836803572,3000.0,-1000.0,4,2,2,0.0,3.0,77,19.0,0,1
CustomerId_1131,16550.0,1504.5454545454545,2194.9321795279398,5000.0,-1000.0,11,4,3,0.0,1.6363636363636365,1,10.909090909090908,1,0
CustomerId_1134,3380.0,375.55555555555554,430.80915470516385,1000.0,-50.0,9,3,2,0.0,3.111111111111111,0,16.77777777777778,1,0
CustomerId_1135,71000.0,5071.428571428572,10547.561043011032,40000.0,-1000.0,14,5,2,0.0,2.142857142857143,23,9.571428571428571,1,0
CustomerId_1137,80000.0,4000.0,8911.199340392432,20700.0,-5000.0,20,3,2,0.0,2.8,53,11.55,0,1
CustomerId_1140,3750.0,1250.0,3269.174207655505,5000.0,-1000.0,3,2,2,0.0,2.6666666666666665,44,21.0,0,1
CustomerId_1141,145465.0,2968.673469387755,5077.606347925152,10000.0,-5000.0,49,5,2,0.0,2.0,8,11.10204081632653,1,0
CustomerId_1145,9500.0,2375.0,1887.4586088176875,5000.0,500.0,4,1,1,0.0,2.0,38,11.75,0,1
CustomerId_1146,19000.0,3166.6666666666665,7626.707459098367,10000.0,-5000.0,6,3,2,0.0,1.6666666666666667,46,14.0,0,1
CustomerId_1147,80000.0,4444.444444444444,5843.268849682788,10000.0,-5000.0,18,4,2,0.0,2.0,11,10.0,1,0
CustomerId_1150,2000.0,1000.0,0.0,1000.0,1000.0,2,1,1,0.0,0.0,73,18.0,0,1
CustomerId_1153,3000.0,3000.0,0.0,3000.0,3000.0,1,1,1,0.0,2.0,57,12.0,0,1
CustomerId_1154,5475.0,608.3333333333334,846.869234297716,2500.0,-75.0,9,5,3,0.0,2.888888888888889,0,14.0,1,0
CustomerId_1156,1488224.0,4044.086956521739,8121.07295048366,49000.0,-10000.0,368,10,4,0.0,2.005434782608696,1,12.141304347826088,1,0
CustomerId_1158,30000.0,3750.0,7094.061903149301,10700.0,-5000.0,8,3,2,0.0,2.75,88,14.0,0,1
CustomerId_1159,20000.0,4000.0,6745.368781616021,10000.0,-5000.0,5,3,2,0.0,2.0,4,14.0,1,0
CustomerId_1160,48890.0,3259.3333333333335,6929.972651632974,11000.0,-5000.0,15,4,3,0.0,2.6666666666666665,0,13.466666666666667,1,0
CustomerId_1161,2500.0,2500.0,0.0,2500.0,2500.0,1,1,1,0.0,2.0,24,17.0,1,0
CustomerId_1162,4465.0,637.8571428571429,1176.4277040503353,2300.0,-1000.0,7,3,2,0.0,2.0,5,13.285714285714286,1,0
CustomerId_1163,50000.0,3571.4285714285716,7303.4689936125105,11000.0,-5000.0,14,3,2,0.0,2.7142857142857144,0,11.214285714285714,1,0
CustomerId_1164,19000.0,3166.6666666666665,7626.707459098367,10000.0,-5000.0,6,3,2,0.0,2.6666666666666665,67,18.0,0,1
CustomerId_1165,54000.0,10800.0,14515.508947329405,30000.0,-5000.0,5,3,2,0.0,2.0,35,9.4,1,0
CustomerId_1169,-50.0,-16.666666666666668,1000.4165798972613,1000.0,-1000.0,3,2,2,0.0,2.6666666666666665,4,7.666666666666667,1,0
CustomerId_1170,107074.0,5948.555555555556,14101.364348768951,54600.0,-5000.0,18,4,3,0.0,2.0,9,12.222222222222221,1,0
CustomerId_1171,3925.0,654.1666666666666,1373.9010760119036,2500.0,-1000.0,6,4,3,0.0,2.3333333333333335,44,9.333333333333334,0,1
CustomerId_1172,235759.7,2806.6630952380956,4417.996239581807,19500.0,-1000.0,84,10,5,0.0,2.0238095238095237,13,11.392857142857142,1,0
CustomerId_1174,1000.0,1000.0,0.0,1000.0,1000.0,1,1,1,0.0,4.0,89,21.0,0,1
CustomerId_1175,8942702.5,37106.64937759336,359409.4007452866,5000000.0,-10000.0,241,10,5,0.008298755186721992,2.099585062240664,0,9.900414937759336,1,0
CustomerId_1177,28878.0,7219.5,12439.0,25878.0,1000.0,4,1,1,0.0,2.0,3,19.0,1,0
CustomerId_1179,900.0,300.0,1539.4804318340653,2000.0,-1000.0,3,2,2,0.0,2.6666666666666665,20,11.0,1,0
CustomerId_1180,143406.0,2140.3880597014927,3254.1012488914794,11000.0,-5000.0,67,7,4,0.0,2.0,11,13.552238805970148,1,0
CustomerId_1182,10000.0,2500.0,6757.711644237764,10000.0,-5000.0,4,2,2,0.0,2.5,5,9.0,1,0
CustomerId_1183,45075.0,2504.1666666666665,5054.265016096918,11000.0,-5000.0,18,6,4,0.0,2.2222222222222223,19,11.88888888888889,1,0
CustomerId_1184,1000.0,1000.0,0.0,1000.0,1000.0,1,1,1,0.0,2.0,74,6.0,0,1
CustomerId_1186,5900.0,1475.0,2665.0515942472857,5000.0,-1000.0,4,3,2,0.0,2.0,76,17.0,0,1
CustomerId_1187,39000.0,5571.428571428572,9431.456989902512,20000.0,-5000.0,7,4,2,0.0,2.0,54,5.0,0,1
CustomerId_1189,3000.0,1500.0,707.1067811865476,2000.0,1000.0,2,1,1,0.0,2.0,37,6.0,0,1
CustomerId_1190,80000.0,5333.333333333333,6183.695920571712,10000.0,-5000.0,15,3,2,0.0,2.0,11,13.2,1,0
CustomerId_1191,20500.0,3416.6666666666665,6200.134407145273,10000.0,-5000.0,6,4,2,0.0,2.0,4,14.333333333333334,1,0
CustomerId_1192,41565.0,1889.3181818181818,3086.743659222275,10000.0,-250.0,22,5,3,0.0,3.0,4,11.772727272727273,1,0
CustomerId_1193,9000.0,2250.0,6601.767440112787,10000.0,-5000.0,4,2,2,0.0,2.5,53,11.0,0,1
CustomerId_1194,9000.0,2250.0,6601.767440112787,10000.0,-5000.0,4,2,2,0.0,2.5,54,8.0,0,1
CustomerId_1195,19000.0,3166.6666666666665,6047.037842337905,10000.0,-5000.0,6,2,2,0.0,2.6666666666666665,53,10.666666666666666,0,1
CustomerId_1196,19000.0,3166.6666666666665,6266.31204670392,10000.0,-5000.0,6,2,2,0.0,2.6666666666666665,47,7.0,0,1
CustomerId_1197,9000.0,2250.0,6601.767440112787,10000.0,-5000.0,4,2,2,0.0,2.5,54,9.0,0,1
CustomerId_1198,9000.0,2250.0,6601.767440112787,10000.0,-5000.0,4,2,2,0.0,2.5,54,8.0,0,1
CustomerId_12,-10000.0,-10000.0,0.0,-10000.0,-10000.0,1,1,1,0.0,4.0,83,16.0,0,1
CustomerId_1200,9000.0,2250.0,6601.767440112787,10000.0,-5000.0,4,2,2,0.0,2.5,47,7.0,0,1
CustomerId_1201,542517.5,3135.9393063583816,8880.120804886395,83170.0,-5000.0,173,8,4,0.0,2.1965317919075145,1,11.520231213872833,1,0
CustomerId_1202,130000.0,4482.758620689655,6598.813148996527,11000.0,-5000.0,29,3,2,0.0,2.896551724137931,0,10.172413793103448,1,0
CustomerId_1203,38530.0,856.2222222222222,1996.2786844172297,12000.0,-5000.0,45,5,2,0.0,2.8,0,13.066666666666666,1,0
CustomerId_1204,9000.0,2250.0,6601.767440112787,10000.0,-5000.0,4,2,2,0.0,2.5,46,12.0,0,1
CustomerId_1208,19770.0,2196.6666666666665,3365.0334322261942,10000.0,-100.0,9,5,3,0.0,2.0,84,12.555555555555555,0,1
CustomerId_1209,30000.0,5000.0,6511.528238439882,10000.0,-5000.0,6,3,2,0.0,2.0,19,7.0,1,0
CustomerId_1210,25000.0,8333.333333333334,25181.01136438593,36500.0,-12000.0,3,2,2,0.0,2.0,76,9.666666666666666,0,1
CustomerId_1211,200000.0,100000.0,0.0,100000.0,100000.0,2,1,1,0.0,2.0,84,7.0,0,1
CustomerId_1212,39000.0,2294.1176470588234,4928.992111506582,20000.0,-1000.0,17,4,2,0.0,2.0,50,10.882352941176471,0,1
CustomerId_1214,104825.0,2382.3863636363635,5690.768175619785,26500.0,-1000.0,44,5,2,0.0,2.0454545454545454,6,12.295454545454545,1,0
CustomerId_1215,1000.0,1000.0,0.0,1000.0,1000.0,1,1,1,0.0,2.0,73,16.0,0,1
CustomerId_1217,29000.0,3222.222222222222,6255.553088612104,10000.0,-5000.0,9,2,2,0.0,2.6666666666666665,47,6.666666666666667,0,1
CustomerId_1218,139055.0,1931.3194444444443,1964.8128235863244,5000.0,-250.0,72,5,2,0.0,2.0833333333333335,0,14.88888888888889,1,0
CustomerId_1219,3850.0,641.6666666666666,841.080654079421,2000.0,-50.0,6,3,2,0.0,2.0,25,13.333333333333334,1,0
CustomerId_1220,40000.0,3076.923076923077,5488.040610599537,10000.0,-5000.0,13,4,2,0.0,2.0,18,12.538461538461538,1,0
CustomerId_1221,20000.0,4000.0,6745.368781616021,10000.0,-5000.0,5,3,2,0.0,2.0,5,9.0,1,0
CustomerId_1222,82980.0,1844.0,7714.81533685792,52000.0,-1000.0,45,7,4,0.0,2.6666666666666665,9,13.022222222222222,1,0
CustomerId_1223,21500.0,7166.666666666667,11116.804097101529,20000.0,500.0,3,1,1,0.0,2.0,3,8.666666666666666,1,0
CustomerId_1224,10000.0,10000.0,0.0,10000.0,10000.0,1,1,1,0.0,2.0,5,7.0,1,0
CustomerId_1225,1000.0,1000.0,0.0,1000.0,1000.0,1,1,1,0.0,2.0,8,22.0,1,0
CustomerId_1226,10700.0,1337.5,2290.4693842092715,6000.0,-1000.0,8,3,2,0.0,2.0,43,11.875,0,1
CustomerId_1227,73233.6,2816.6769230769232,3686.5900224796023,10000.0,-5000.0,26,5,2,0.0,2.1538461538461537,13,9.961538461538462,1,0
CustomerId_1228,20000.0,4000.0,6745.368781616021,10000.0,-5000.0,5,3,2,0.0,2.0,11,17.0,1,0
CustomerId_1229,-50.0,-16.666666666666668,1000.4165798972613,1000.0,-1000.0,3,2,2,0.0,2.6666666666666665,15,10.0,1,0
CustomerId_1231,2000.0,2000.0,0.0,2000.0,2000.0,1,1,1,0.0,4.0,36,8.0,0,1
CustomerId_1232,5000.0,5000.0,0.0,5000.0,5000.0,1,1,1,0.0,2.0,15,8.0,1,0
CustomerId_1233,1000.0,1000.0,0.0,1000.0,1000.0,1,1,1,0.0,4.0,27,13.0,1,0
CustomerId_1234,40000.0,3333.3333333333335,7270.404932243312,10700.0,-5000.0,12,3,2,0.0,2.6666666666666665,53,13.333333333333334,0,1
CustomerId_1235,19000.0,3166.6666666666665,6104.643041707408,10000.0,-5000.0,6,4,2,0.0,2.0,46,13.0,0,1
CustomerId_1236,8765.0,1095.625,2169.185886620666,5000.0,-1000.0,8,4,2,0.0,2.0,44,7.25,0,1
CustomerId_1237,1000.0,1000.0,0.0,1000.0,1000.0,1,1,1,0.0,2.0,28,7.0,1,0
CustomerId_1238,20000.0,4000.0,6745.368781616021,10000.0,-5000.0,5,3,2,0.0,2.0,4,19.0,1,0
CustomerId_1240,34000.0,5666.666666666667,7527.72652709081,15000.0,-5000.0,6,3,2,0.0,2.0,44,16.0,0,1
CustomerId_1241,30000.0,4285.714285714285,6102.302453836194,10000.0,-5000.0,7,3,2,0.0,2.0,25,15.0,1,0
CustomerId_1242,842504.0,5542.789473684211,9263.462969135824,31000.0,-5000.0,152,8,4,0.0,2.0,5,8.519736842105264,1,0
CustomerId_1244,5000.0,5000.0,0.0,5000.0,5000.0,1,1,1,0.0,2.0,87,8.0,0,1
CustomerId_1245,135000.0,4655.172413793103,6136.98310054335,15000.0,-5000.0,29,5,3,0.0,2.0,4,15.137931034482758,1,0
CustomerId_1246,79000.0,4157.894736842105,6048.536626460769,10000.0,-5000.0,19,4,2,0.0,2.0,25,14.421052631578947,1,0
CustomerId_1247,60000.0,4615.384615384615,9197.26826779254,21000.0,-5000.0,13,3,2,0.0,2.769230769230769,0,13.615384615384615,1,0
CustomerId_1250,661899.15,2424.539010989011,4614.518775738537,39000.0,-5000.0,273,9,5,0.0,2.0,3,12.527472527472527,1,0
CustomerId_1252,80000.0,4210.526315789473,6058.317949255305,10000.0,-5000.0,19,4,2,0.0,2.0,12,7.947368421052632,1,0
CustomerId_1253,20000.0,4000.0,6745.368781616021,10000.0,-5000.0,5,3,2,0.0,2.0,12,8.0,1,0
CustomerId_1256,20000.0,3333.3333333333335,7814.516406449389,11000.0,-5000.0,6,3,2,0.0,1.6666666666666667,32,17.0,1,0
CustomerId_1257,17025.0,1418.75,1903.8359901190877,5000.0,-70.0,12,5,3,0.0,2.0,12,10.5,1,0
CustomerId_1258,30000.0,4285.714285714285,6163.448323633065,10000.0,-5000.0,7,3,2,0.0,2.0,11,18.0,1,0
CustomerId_1259,17213.5,1075.84375,1617.5299246974278,5000.0,-75.0,16,4,2,0.0,2.0,68,12.9375,0,1
CustomerId_1260,40000.0,4444.444444444444,6463.573143221772,10000.0,-5000.0,9,3,2,0.0,2.0,5,7.666666666666667,1,0
CustomerId_1262,10040.0,1115.5555555555557,791.5034919555173,2000.0,-40.0,9,4,2,0.0,2.0,25,13.777777777777779,1,0
CustomerId_1263,19000.0,3800.0,6685.805860178712,10000.0,-5000.0,5,3,2,0.0,2.0,53,15.0,0,1
CustomerId_1265,250500.0,2582.4742268041236,4735.234238514465,24000.0,-5000.0,97,5,2,0.0,2.020618556701031,21,11.103092783505154,1,0
CustomerId_1266,9470.0,473.5,476.74085424396253,1195.0,-50.0,20,4,2,0.0,2.8,15,12.4,1,0
CustomerId_1267,-20.0,-6.666666666666667,1000.0666644445926,1000.0,-1000.0,3,2,2,0.0,2.6666666666666665,24,19.0,1,0
CustomerId_1268,1000000.0,1000000.0,0.0,1000000.0,1000000.0,1,1,1,0.0,2.0,15,10.0,1,0
CustomerId_1269,2000.0,666.6666666666666,3785.9388972001825,5000.0,-2000.0,3,2,2,0.0,2.0,75,9.0,0,1
CustomerId_1270,50904.0,1542.5454545454545,1915.43306282987,5000.0,-1000.0,33,5,3,0.0,2.0,9,11.333333333333334,1,0
CustomerId_1271,5550.0,925.0,503.7360419902471,1400.0,-50.0,6,3,2,0.0,2.0,17,13.166666666666666,1,0
CustomerId_1272,4500.0,1500.0,866.0254037844386,2000.0,500.0,3,2,2,0.0,2.6666666666666665,53,12.333333333333334,0,1
CustomerId_1273,19000.0,3166.6666666666665,7626.707459098367,10000.0,-5000.0,6,3,2,0.0,2.6666666666666665,67,19.0,0,1
CustomerId_1274,5000.0,5000.0,0.0,5000.0,5000.0,1,1,1,0.0,2.0,43,7.0,0,1
CustomerId_1275,712156.5,2814.8478260869565,9503.242723171974,50000.0,-5000.0,253,9,5,0.0,2.007905138339921,0,11.944664031620553,1,0
CustomerId_1276,581500.0,6761.627906976744,21603.4755842374,120000.0,-5000.0,86,4,3,0.0,2.5348837209302326,5,9.813953488372093,1,0
CustomerId_1277,160910.0,2681.8333333333335,7224.056208761435,35000.0,-5000.0,60,6,4,0.0,2.0,1,12.75,1,0
CustomerId_1279,29000.0,4142.857142857143,7425.823667638301,10000.0,-5000.0,7,3,2,0.0,1.5714285714285714,53,19.142857142857142,0,1
CustomerId_1280,105203.0,2390.9772727272725,3286.966782214027,15000.0,-1000.0,44,5,3,0.0,1.4090909090909092,21,10.840909090909092,1,0
CustomerId_1281,180000.0,6000.0,9098.806287753849,20700.0,-5000.0,30,4,2,0.0,2.0,4,10.6,1,0
CustomerId_1282,10000.0,10000.0,0.0,10000.0,10000.0,1,1,1,0.0,4.0,12,13.0,1,0
CustomerId_1283,17905.0,942.3684210526316,382.45685457844144,1500.0,-75.0,19,3,2,0.0,2.210526315789474,74,8.578947368421053,0,1
CustomerId_1285,2950.0,737.5,525.0,1000.0,-50.0,4,3,2,0.0,2.0,75,18.25,0,1
